,Week,Day (Str),Time Slot,Team 1,Team 2,Location
35,3,Sat.,2,Colby College,Connecticut College,Connecticut College
36,3,Sat.,3,Colby College,Wesleyan University,Connecticut College
37,4,Fri.,1,Colby College,Hamilton College,Middlebury College
38,4,Sat.,3,Colby College,Williams College,Middlebury College
39,4,Sat.,8,Colby College,Middlebury College,Middlebury College
40,0,Sat.,0,Connecticut College,Tufts University,Wesleyan University
41,1,Fri.,1,Connecticut College,Hamilton College,Williams College
42,1,Sat.,2,Connecticut College,Middlebury College,Williams College
43,1,Sat.,5,Connecticut College,Williams College,Williams College
44,2,Sat.,0,Connecticut College,Wesleyan University,Wesleyan University
45,3,Fri.,0,Connecticut College,Bates College,Connecticut College
46,3,Sat.,2,Connecticut College,Colby College,Connecticut College
47,3,Sat.,4,Connecticut College,Bowdoin College,Connecticut College
48,4,Fri.,0,Connecticut College,Trinity College,Trinity College
49,4,Sat.,3,Connecticut College,Amherst College,Trinity College
50,0,Fri.,0,Hamilton College,Middlebury College,Hamilton College
51,0,Sat.,1,Hamilton College,Williams College,Hamilton College
52,1,Fri.,1,Hamilton College,Connecticut College,Williams College
53,1,Sat.,3,Hamilton College,Wesleyan University,Williams College
54,2,Fri.,0,Hamilton College,Amherst College,Amherst College
55,2,Sat.,4,Hamilton College,Trinity College,Amherst College
56,3,Fri.,0,Hamilton College,Tufts University,Williams College
57,4,Fri.,1,Hamilton College,Colby College,Middlebury College
58,4,Sat.,5,Hamilton College,Bowdoin College,Middlebury College
59,4,Sat.,6,Hamilton College,Bates College,Middlebury College
60,0,Fri.,0,Middlebury College,Hamilton College,Hamilton College
61,0,Sat.,2,Middlebury College,Williams College,Hamilton College
62,1,Sat.,2,Middlebury College,Connecticut College,Williams College
63,1,Sat.,4,Middlebury College,Wesleyan University,Williams College
64,2,Fri.,1,Middlebury College,Trinity College,Amherst College
65,2,Sat.,5,Middlebury College,Amherst College,Amherst College
66,3,Sat.,1,Middlebury College,Tufts University,Williams College
67,4,Fri.,2,Middlebury College,Bates College,Middlebury College
68,4,Sat.,7,Middlebury College,Bowdoin College,Middlebury College
69,4,Sat.,8,Middlebury College,Colby College,Middlebury College
70,0,Fri.,0,Trinity College,Bates College,Bowdoin College
71,0,Sat.,4,Trinity College,Colby College,Bowdoin College
72,0,Sat.,5,Trinity College,Bowdoin College,Bowdoin College
73,1,Sat.,0,Trinity College,Tufts University,Tufts University
74,2,Fri.,1,Trinity College,Middlebury College,Amherst College
75,2,Sat.,3,Trinity College,Williams College,Amherst College
76,2,Sat.,4,Trinity College,Hamilton College,Amherst College
77,3,Sat.,0,Trinity College,Amherst College,Trinity College
78,4,Fri.,0,Trinity College,Connecticut College,Trinity College
79,4,Sat.,2,Trinity College,Wesleyan University,Trinity College
80,0,Sat.,0,Tufts University,Connecticut College,Wesleyan University
81,0,Sat.,1,Tufts University,Wesleyan University,Wesleyan University
82,1,Sat.,0,Tufts University,Trinity College,Tufts University
83,1,Sat.,1,Tufts University,Amherst College,Tufts University
84,2,Fri.,0,Tufts University,Colby College,Bates College
85,2,Sat.,1,Tufts University,Bates College,Bates College
86,2,Sat.,2,Tufts University,Bowdoin College,Bates College
87,3,Fri.,0,Tufts University,Hamilton College,Williams College
88,3,Sat.,1,Tufts University,Middlebury College,Williams College
89,3,Sat.,2,Tufts University,Williams College,Williams College
90,0,Sat.,1,Wesleyan University,Tufts University,Wesleyan University
91,1,Fri.,0,Wesleyan University,Williams College,Williams College
92,1,Sat.,3,Wesleyan University,Hamilton College,Williams College
93,1,Sat.,4,Wesleyan University,Middlebury College,Williams College
94,2,Sat.,0,Wesleyan University,Connecticut College,Wesleyan University
95,3,Fri.,1,Wesleyan University,Bowdoin College,Connecticut College
96,3,Sat.,3,Wesleyan University,Colby College,Connecticut College
97,3,Sat.,5,Wesleyan University,Bates College,Connecticut College
98,4,Fri.,1,Wesleyan University,Amherst College,Trinity College
99,4,Sat.,2,Wesleyan University,Trinity College,Trinity College
100,0,Sat.,1,Williams College,Hamilton College,Hamilton College
101,0,Sat.,2,Williams College,Middlebury College,Hamilton College
102,1,Fri.,0,Williams College,Wesleyan University,Williams College
103,1,Sat.,5,Williams College,Connecticut College,Williams College
104,2,Sat.,2,Williams College,Amherst College,Amherst College
105,2,Sat.,3,Williams College,Trinity College,Amherst College
106,3,Sat.,2,Williams College,Tufts University,Williams College
107,4,Fri.,0,Williams College,Bowdoin College,Middlebury College
108,4,Sat.,3,Williams College,Colby College,Middlebury College
109,4,Sat.,4,Williams College,Bates College,Middlebury College
